1 5.49812 0
2 5.4354 0.0627199
3 5.40722 0.0458871
4 5.42494 0.0369709
5 5.43986 0.0322937
6 5.46643 0.0374324
7 5.48663 0.0375342
8 5.48328 0.0326781
9 5.46586 0.0336753
10 5.46612 0.0301212
11 5.45955 0.0280264
12 5.45597 0.0258335
13 5.46331 0.02487
14 5.45663 0.0239747
15 5.45896 0.0224405
16 5.46208 0.021222
17 5.46243 0.0199376
18 5.46404 0.0188661
19 5.46105 0.018094
20 5.44641 0.0225569
21 5.4454 0.0214796
22 5.43748 0.0219594
23 5.44138 0.0213418
24 5.44458 0.0206831
25 5.4442 0.0198424
26 5.44411 0.0190641
27 5.44016 0.0187669
28 5.43571 0.0186227
29 5.43065 0.018668
30 5.43108 0.0180402
31 5.43296 0.0175492
32 5.43342 0.0169983
33 5.43734 0.0169331
34 5.43986 0.0166199
35 5.43886 0.0161688
36 5.44004 0.0157575
37 5.44113 0.0153642
38 5.44726 0.0161614
39 5.44772 0.0157482
40 5.44821 0.0153575
41 5.44687 0.0150382
42 5.44599 0.0147021
43 5.44717 0.0144042
44 5.4487 0.014156
45 5.44902 0.0138417
46 5.4478 0.0135931
47 5.44717 0.0133154
48 5.44991 0.0133205
49 5.448 0.0131851
50 5.44943 0.0129975
51 5.44883 0.0127543
52 5.44954 0.0125266
53 5.44904 0.012298
54 5.45105 0.0122347
55 5.45106 0.0120102
56 5.45348 0.012039
57 5.45454 0.0118735
58 5.45297 0.0117725
59 5.45527 0.0117975
60 5.45551 0.0116017
61 5.4549 0.0114262
62 5.45593 0.0112881
63 5.45748 0.0112145
64 5.45724 0.0110405
65 5.45696 0.010873
66 5.45791 0.0107497
67 5.45995 0.010783
68 5.45967 0.0106271
69 5.45931 0.010478
70 5.45876 0.0103419
71 5.4577 0.0102497
72 5.45804 0.0101119
73 5.45513 0.0103877
74 5.45511 0.0102464
75 5.45461 0.0101213
76 5.4546 0.00998721
77 5.45458 0.00985669
78 5.4542 0.00973674
79 5.45539 0.0096855
80 5.45621 0.00959928
81 5.45693 0.00950731
82 5.45767 0.00941959
83 5.458 0.0093113
84 5.46035 0.0094944
85 5.45769 0.00975248
86 5.45874 0.00969595
87 5.45917 0.00959336
88 5.46116 0.00969022
89 5.4608 0.00958738
90 5.46017 0.00950135
91 5.46186 0.00954753
92 5.46029 0.00957289
93 5.46005 0.00947233
94 5.45939 0.00939486
95 5.45845 0.00934259
96 5.45847 0.00924479
97 5.45854 0.00914921
98 5.45775 0.00908934
99 5.4577 0.00899718
100 5.45707 0.00892957
