145 -0.437076 0.00303615 0.631793 0.803736 0.4816
146 -0.444832 0.0031531 0.631793 0.803736 0.4822
147 -0.440095 0.00297682 0.631793 0.803736 0.48149
148 -0.44402 0.00245293 0.631793 0.803736 0.56387
149 -0.439327 0.0029413 0.631793 0.803736 0.47891
150 -0.440954 0.00310023 0.631793 0.803736 0.48351
151 -0.442592 0.00292908 0.631793 0.803736 0.48134
152 -0.436148 0.00306656 0.631793 0.803736 0.48081
153 -0.442592 0.00252407 0.631793 0.803736 0.56383
154 -0.439378 0.00272875 0.631793 0.803736 0.48023
155 -0.447609 0.0027728 0.631793 0.803736 0.48425
156 -0.444173 0.00296813 0.631793 0.803736 0.48087
157 -0.44459 0.00260153 0.631793 0.803736 0.48376
158 -0.447309 0.00245466 0.631793 0.803736 0.47995
159 -0.443916 0.00275081 0.631793 0.803736 0.48219
160 -0.442994 0.0026195 0.631793 0.803736 0.48204
161 -0.442942 0.00358912 0.631793 0.803736 0.48213
162 -0.444277 0.00272232 0.631793 0.803736 0.48113
163 -0.443894 0.00253406 0.631793 0.803736 0.48286
164 -0.446765 0.00256837 0.631793 0.803736 0.48366
165 -0.446946 0.00241483 0.631793 0.803736 0.56107
166 -0.446439 0.00271347 0.631793 0.803736 0.48144
167 -0.436097 0.00348977 0.630511 0.8166 0.48168
168 -0.438381 0.00361982 0.630511 0.8166 0.5627
169 -0.442114 0.00298004 0.630511 0.8166 0.48383
170 -0.436602 0.0031084 0.630511 0.8166 0.4832
171 -0.441246 0.00284479 0.630511 0.8166 0.48364
172 -0.447976 0.00253527 0.630511 0.8166 0.48191
173 -0.44341 0.00308154 0.630511 0.8166 0.40449
174 -0.44506 0.00244301 0.630511 0.8166 0.56428
175 -0.444926 0.00327541 0.618278 0.803391 0.48398
176 -0.446654 0.0023438 0.618278 0.803391 0.5578
177 -0.445286 0.00256244 0.618278 0.803391 0.48096
178 -0.443251 0.00277193 0.618278 0.803391 0.55716
179 -0.448525 0.0024921 0.618278 0.803391 0.47438
180 -0.437008 0.00305685 0.618278 0.803391 0.47776
181 -0.444477 0.00257872 0.618278 0.803391 0.47623
182 -0.447675 0.00263944 0.618278 0.803391 0.55715
183 -0.446402 0.0025718 0.618278 0.803391 0.48046
184 -0.444274 0.00291442 0.618278 0.803391 0.47502
185 -0.442258 0.00271867 0.618278 0.803391 0.55846
186 -0.444349 0.00266956 0.618278 0.803391 0.47773
187 -0.443894 0.00273839 0.618278 0.803391 0.5573
188 -0.448131 0.00222355 0.618278 0.803391 0.55934
189 -0.446122 0.0025313 0.618278 0.803391 0.4786
190 -0.446005 0.00239262 0.618278 0.803391 0.47874
191 -0.446394 0.00228104 0.618278 0.803391 0.4754
192 -0.445448 0.00279778 0.618278 0.803391 0.47604
193 -0.443702 0.00258746 0.618278 0.803391 0.55738
194 -0.447214 0.00261046 0.618278 0.803391 0.4775
195 -0.443232 0.00275464 0.618278 0.803391 0.47899
196 -0.447377 0.00252947 0.618278 0.803391 0.47706
197 -0.439306 0.00270409 0.618278 0.803391 0.47666
198 -0.443254 0.00297281 0.618278 0.803391 0.55622
199 -0.446819 0.00226106 0.618278 0.803391 0.55847
###
-0.448525 0.0024921 0.803391 0.618278
