0 17.2872 0.192965 1.10705 1.98086 0.51244
1 19.011 0.216713 1.07981 2.03883 0.53113
2 20.7154 0.231476 1.23526 1.86021 0.47648
3 17.3251 0.222112 1.25126 1.94715 0.53809
4 20.4684 0.237688 1.28452 1.97259 0.53306
5 23.0256 0.286801 1.17167 1.93747 0.54524
6 18.2253 0.205935 1.12465 1.75584 0.53115
7 12.4639 0.151928 1.12785 1.74368 0.5061
8 12.182 0.154801 1.25062 1.81091 0.50274
9 16.0928 0.220174 1.21194 1.65733 0.53883
10 10.8949 0.165221 1.37061 1.62033 0.52792
11 12.402 0.209167 1.30315 1.5162 0.5501
12 8.97872 0.157309 1.16591 1.48434 0.52648
13 6.65472 0.112585 1.2634 1.54392 0.50075
14 9.1479 0.153198 1.14126 1.70278 0.56759
15 11.0714 0.155395 1.26752 1.51039 0.54858
16 8.29489 0.14225 1.17037 1.43328 0.52438
17 6.12916 0.1166 1.17037 1.43328 0.49781
18 5.91579 0.111522 1.17037 1.43328 0.49479
19 5.97193 0.116337 1.18741 1.20973 0.54829
20 3.29297 0.0780851 1.29665 1.12265 0.50523
21 3.2745 0.0871752 1.11591 1.20644 0.48721
22 2.88165 0.0734974 0.997663 1.21127 0.54002
23 1.89451 0.0456755 0.943836 1.07647 0.54007
24 0.81944 0.0326072 0.950896 1.01346 0.53436
25 0.553799 0.0320151 1.00453 0.959594 0.50978
26 0.496678 0.0302537 0.926485 0.812647 0.48918
27 -0.0327273 0.0175331 1.07466 0.710836 0.43185
28 0.136479 0.0281338 0.970807 0.798486 0.56818
29 0.0455087 0.0195335 0.905952 0.763647 0.50622
30 -0.139364 0.0151209 0.827583 0.722534 0.48867
31 -0.281195 0.00959693 0.708585 0.684997 0.54044
32 -0.376289 0.00442025 0.782233 0.75041 0.51641
33 -0.336428 0.00777564 0.927859 0.79566 0.55013
34 -0.0981377 0.0159351 0.927859 0.79566 0.50207
35 -0.0481013 0.0178716 0.864909 0.933378 0.42944
36 0.0431636 0.0191875 0.900924 0.902682 0.48105
37 0.0650992 0.0186253 0.85889 0.822196 0.5439
38 -0.169488 0.0125756 1.05749 0.706991 0.50682
39 0.0926342 0.022077 0.87805 0.788827 0.49226
40 -0.170811 0.0125087 0.97356 0.86137 0.49256
41 0.142689 0.0220231 0.97356 0.86137 0.45419
42 0.206688 0.0248883 0.97356 0.86137 0.52781
43 0.176279 0.0232238 0.750399 0.874898 0.45284
44 -0.28683 0.009202 0.731686 0.925885 0.44629
45 -0.278369 0.0093125 0.599887 0.807866 0.54
46 -0.443882 0.00265349 0.63164 0.805199 0.54681
47 -0.443203 0.00252269 0.513305 0.809902 0.5597
48 -0.331775 0.00579806 0.394231 0.968219 0.55308
49 0.366757 0.0115031 0.438046 1.0022 0.49321
50 0.0970744 0.00785966 0.438046 1.0022 0.41815
51 0.104577 0.0079799 0.402708 0.904427 0.4728
52 0.299338 0.0115381 0.728836 0.876987 0.51073
53 -0.320278 0.00849664 0.565694 0.896967 0.52708
54 -0.383565 0.00347203 0.616133 0.958692 0.52058
55 -0.345531 0.00467388 0.616133 0.958692 0.48849
56 -0.33702 0.00492014 0.497529 1.02819 0.55137
57 -0.102461 0.00505771 0.516765 0.85945 0.53328
58 -0.321521 0.00540806 0.530706 0.825112 0.48619
59 -0.371038 0.00483832 0.609634 0.923746 0.50957
60 -0.385946 0.00375474 0.609634 0.923746 0.48645
61 -0.381818 0.00439503 0.609634 0.923746 0.48666
62 -0.380147 0.00418351 0.580766 0.762435 0.55008
63 -0.425328 0.0026484 0.600837 0.89308 0.53584
64 -0.407481 0.00350085 0.600837 0.89308 0.47834
65 -0.408529 0.00332931 0.600837 0.89308 0.47828
66 -0.406993 0.00353561 0.600837 0.89308 0.48044
67 -0.41248 0.00287111 0.600837 0.89308 0.54661
68 -0.407179 0.00459776 0.600837 0.89308 0.47895
69 -0.406074 0.00360514 0.587533 0.879711 0.47679
70 -0.418564 0.00312433 0.558851 0.808141 0.54128
71 -0.409426 0.00342495 0.518579 0.663869 0.52584
72 -0.313801 0.00505908 0.518579 0.663869 0.48606
73 -0.306221 0.00483908 0.547708 0.711368 0.56447
74 -0.387751 0.00393279 0.647312 0.706327 0.51069
75 -0.411115 0.00231913 0.647312 0.706327 0.52707
76 -0.415039 0.00255153 0.667421 0.693848 0.52404
77 -0.400404 0.00288762 0.586565 0.805764 0.43777
78 -0.439153 0.00258646 0.567765 0.806193 0.54388
79 -0.431928 0.00339397 0.612249 0.915001 0.45412
80 -0.394708 0.00350228 0.612249 0.915001 0.48498
81 -0.389328 0.00399167 0.612249 0.915001 0.40931
82 -0.393287 0.00411753 0.612249 0.915001 0.4857
83 -0.390444 0.00358045 0.633434 0.937757 0.4852
84 -0.364478 0.00578978 0.570952 0.896481 0.49816
85 -0.392258 0.00310738 0.570952 0.896481 0.52535
86 -0.385106 0.00361382 0.570952 0.896481 0.45915
87 -0.392538 0.00316634 0.570952 0.896481 0.52957
88 -0.388047 0.00345392 0.570952 0.896481 0.46001
89 -0.390516 0.00365017 0.570952 0.896481 0.46043
90 -0.391133 0.00366782 0.595509 0.907123 0.46301
91 -0.390812 0.00336779 0.595509 0.907123 0.54526
92 -0.392845 0.00369814 0.595509 0.907123 0.47695
93 -0.39966 0.00326653 0.595509 0.907123 0.54344
94 -0.400797 0.00325911 0.618296 0.755236 0.47576
95 -0.437934 0.00213696 0.586305 0.737082 0.54394
96 -0.423824 0.00253867 0.586305 0.737082 0.52995
97 -0.423234 0.00246434 0.666174 0.730384 0.53116
98 -0.416101 0.00300185 0.666174 0.730384 0.53788
99 -0.418789 0.00273249 0.666174 0.730384 0.54262
100 -0.418439 0.00281166 0.784224 0.685811 0.54015
101 -0.340468 0.00683024 0.685028 0.893296 0.52217
102 -0.367509 0.00658605 0.732364 0.831664 0.51709
103 -0.361271 0.00626244 0.732364 0.831664 0.42732
104 -0.348037 0.00764927 0.732364 0.831664 0.50699
105 -0.357511 0.00694862 0.659592 0.765629 0.51094
106 -0.427519 0.00336798 0.659592 0.765629 0.47475
107 -0.430466 0.00332878 0.659592 0.765629 0.55787
108 -0.425921 0.00425158 0.742907 0.806071 0.47639
109 -0.341693 0.00773871 0.742907 0.806071 0.50015
110 -0.348722 0.00717292 0.742907 0.806071 0.49914
111 -0.359878 0.00646283 0.742907 0.806071 0.49756
112 -0.361367 0.0068751 0.633119 0.825543 0.50326
113 -0.438806 0.00281455 0.633119 0.825543 0.48627
114 -0.444649 0.00278501 0.633119 0.825543 0.48787
115 -0.441193 0.00321105 0.633119 0.825543 0.56759
116 -0.430794 0.0053119 0.633119 0.825543 0.49065
117 -0.440709 0.00296305 0.565644 0.763772 0.48547
118 -0.424029 0.00312587 0.565644 0.763772 0.52759
119 -0.413237 0.00306081 0.565644 0.763772 0.52667
120 -0.415952 0.00329033 0.565644 0.763772 0.52747
121 -0.418454 0.0034619 0.565644 0.763772 0.44661
122 -0.422409 0.0030684 0.622973 0.856419 0.5283
123 -0.431449 0.00334874 0.622973 0.856419 0.48434
124 -0.431518 0.00322788 0.622973 0.856419 0.48917
125 -0.435334 0.00316162 0.622973 0.856419 0.4868
126 -0.430724 0.00332667 0.622973 0.856419 0.56429
127 -0.431094 0.00325815 0.622973 0.856419 0.56518
128 -0.425921 0.00400521 0.622973 0.856419 0.5635
129 -0.428743 0.00313246 0.641941 0.81828 0.48757
130 -0.435831 0.00356825 0.641941 0.81828 0.56873
131 -0.43609 0.00371784 0.575871 0.810813 0.48953
132 -0.433834 0.00300384 0.575871 0.810813 0.45973
133 -0.431256 0.00287659 0.575871 0.810813 0.53897
134 -0.427243 0.00279337 0.575871 0.810813 0.54108
135 -0.429614 0.00283813 0.575871 0.810813 0.53372
136 -0.434719 0.00306273 0.575871 0.810813 0.4616
137 -0.425783 0.00317831 0.575871 0.810813 0.4561
138 -0.429459 0.00278808 0.575871 0.810813 0.53846
139 -0.435861 0.00311115 0.575871 0.810813 0.46153
140 -0.430293 0.0028026 0.575871 0.810813 0.53772
141 -0.430999 0.00300686 0.631793 0.803736 0.4603
142 -0.438319 0.00296025 0.631793 0.803736 0.48276
143 -0.440534 0.00281587 0.631793 0.803736 0.48212
144 -0.440966 0.00299122 0.631793 0.803736 0.48285
